208,4,260,24,344,281,854,480
209,4,258,28,342,286,854,480
210,4,258,30,344,290,854,480
211,4,257,31,344,292,854,480
212,4,256,30,344,293,854,480
213,4,254,32,341,293,854,480
214,4,249,33,336,296,854,480
215,4,245,33,333,300,854,480
216,4,239,33,329,302,854,480
217,4,237,32,328,302,854,480
218,4,235,32,327,302,854,480
219,4,231,33,321,296,854,480
220,4,226,34,316,295,854,480
221,4,223,34,311,293,854,480
222,4,220,33,310,296,854,480
223,4,219,33,309,297,854,480
224,4,214,32,304,300,854,480
225,4,211,32,302,304,854,480
226,4,210,34,300,303,854,480
227,4,205,38,296,311,854,480
228,4,201,39,293,317,854,480
229,4,200,40,292,319,854,480
230,4,198,41,290,319,854,480
231,4,198,39,289,321,854,480
232,4,197,39,288,325,854,480
233,4,194,37,286,332,854,480
234,4,191,37,284,336,854,480
235,4,191,38,283,337,854,480
236,4,189,36,284,348,854,480
237,4,188,39,283,354,854,480
238,4,188,43,281,352,854,480
239,4,188,46,279,349,854,480
240,4,186,47,277,346,854,480
241,4,186,47,276,345,854,480
242,4,179,46,271,351,854,480
243,4,175,51,268,364,854,480
244,4,171,52,265,371,854,480
245,4,170,52,265,374,854,480
246,4,168,50,265,381,854,480
247,4,168,49,265,385,854,480
248,4,167,47,266,387,854,480
249,4,165,48,265,390,854,480
250,4,165,49,264,389,854,480
251,4,165,52,264,390,854,480
252,4,165,53,264,392,854,480
253,4,165,52,265,392,854,480
254,4,164,53,264,396,854,480
255,4,162,53,266,406,854,480
256,4,163,54,266,404,854,480
257,4,165,57,267,406,854,480
258,4,165,54,268,406,854,480
259,4,166,54,269,406,854,480
260,4,168,54,271,408,854,480
261,4,170,56,273,410,854,480
262,4,180,56,285,410,854,480
263,4,184,66,290,415,854,480
264,4,189,58,300,415,854,480
265,4,190,56,304,416,854,480
266,4,194,68,306,415,854,480
267,4,195,60,312,414,854,480
268,4,198,61,314,410,854,480
269,4,198,57,315,410,854,480
270,4,199,54,316,413,854,480
271,4,199,54,317,414,854,480
272,4,200,55,315,413,854,480
273,4,207,63,322,416,854,480
274,4,210,55,327,416,854,480
275,4,216,57,330,407,854,480
276,4,222,51,338,407,854,480
277,4,224,49,340,407,854,480
278,4,228,52,341,401,854,480
279,4,231,52,344,402,854,480
280,4,234,53,345,402,854,480
281,4,245,55,356,404,854,480
282,4,251,58,363,406,854,480
283,4,254,59,366,407,854,480
284,4,261,61,375,404,854,480
285,4,273,67,386,397,854,480
286,4,281,68,396,396,854,480
287,4,287,67,405,394,854,480
288,4,291,68,412,392,854,480
289,4,292,68,416,392,854,480
290,4,293,69,419,391,854,480
291,4,291,67,421,394,854,480
292,4,290,69,423,396,854,480
293,4,299,70,432,393,854,480
294,4,302,65,439,394,854,480
295,4,303,63,441,394,854,480
296,4,304,65,443,396,854,480
297,4,301,58,443,400,854,480
298,4,302,61,441,396,854,480
299,4,310,63,445,391,854,480
300,4,320,61,450,386,854,480
301,4,325,60,451,384,854,480
302,4,331,48,461,391,854,480
303,4,341,51,465,390,854,480
304,4,350,57,467,384,854,480
305,4,357,59,469,376,854,480
306,4,365,57,475,375,854,480
307,4,367,57,477,375,854,480
308,4,373,47,487,383,854,480
309,4,377,41,493,387,854,480
310,4,385,49,498,384,854,480
311,4,394,60,505,384,854,480
312,4,400,68,509,382,854,480
313,4,401,71,510,380,854,480
314,4,408,64,522,382,854,480
315,4,413,64,528,380,854,480
316,4,413,61,532,381,854,480
317,4,414,65,533,378,854,480
318,4,414,69,532,372,854,480
