3,1,561,19,660,275,854,480
3,2,496,71,599,421,854,480
4,1,562,19,661,275,854,480
4,2,498,74,600,417,854,480
5,1,564,18,662,274,854,480
5,2,496,35,617,436,854,480
6,1,564,18,661,274,854,480
6,2,496,23,623,439,854,480
7,1,564,18,662,274,854,480
7,2,498,26,627,436,854,480
8,2,495,20,629,436,854,480
9,2,494,25,630,437,854,480
10,2,493,27,631,437,854,480
11,2,493,27,635,438,854,480
12,2,493,34,635,436,854,480
12,3,511,11,623,118,854,480
13,2,500,70,630,426,854,480
13,3,509,10,623,120,854,480
14,1,509,5,595,233,854,480
14,2,499,55,640,430,854,480
15,1,507,4,594,237,854,480
15,2,502,43,652,431,854,480
16,1,506,3,592,238,854,480
16,2,501,38,657,432,854,480
17,1,504,3,590,241,854,480
17,2,502,36,661,430,854,480
18,1,500,4,586,240,854,480
18,2,504,36,665,429,854,480
19,1,493,5,580,240,854,480
19,2,512,34,675,430,854,480
20,1,488,7,574,238,854,480
20,2,520,36,683,430,854,480
21,1,479,10,566,236,854,480
21,2,528,36,693,432,854,480
22,1,477,10,564,236,854,480
22,2,530,37,696,433,854,480
23,1,474,13,561,234,854,480
23,2,538,36,705,432,854,480
24,1,470,12,558,232,854,480
24,2,557,66,706,415,854,480
25,1,466,11,556,232,854,480
25,2,563,62,711,407,854,480
26,1,463,11,553,231,854,480
26,2,567,55,716,407,854,480
27,1,460,11,552,231,854,480
27,2,569,50,719,411,854,480
28,1,459,11,552,231,854,480
28,2,570,47,719,411,854,480
29,1,457,9,551,231,854,480
29,2,573,46,722,415,854,480
30,1,455,6,551,230,854,480
30,2,575,45,723,417,854,480
31,1,453,4,550,231,854,480
31,2,577,45,722,417,854,480
32,1,451,3,547,230,854,480
32,2,579,45,723,418,854,480
33,1,450,5,543,225,854,480
33,2,580,47,722,417,854,480
34,1,450,7,541,224,854,480
34,2,581,47,722,417,854,480
35,1,444,4,535,225,854,480
35,2,583,48,721,417,854,480
36,1,439,1,529,225,854,480
36,2,584,49,721,417,854,480
37,1,433,0,522,224,854,480
37,2,585,51,719,415,854,480
38,1,426,0,514,224,854,480
38,2,586,54,717,413,854,480
39,1,422,0,508,222,854,480
39,2,587,53,718,414,854,480
40,1,421,0,506,221,854,480
40,2,587,52,718,414,854,480
41,1,414,0,498,222,854,480
41,2,587,51,717,415,854,480
42,1,410,0,493,221,854,480
42,2,587,33,727,432,854,480
43,1,407,2,490,220,854,480
43,2,588,23,730,439,854,480
44,1,404,3,486,220,854,480
44,2,590,22,730,435,854,480
45,1,401,3,483,222,854,480
45,2,593,22,728,429,854,480
46,1,400,3,482,222,854,480
46,2,594,22,727,427,854,480
47,1,399,3,480,222,854,480
47,2,593,32,717,412,854,480
48,1,397,2,479,222,854,480
48,2,594,33,713,401,854,480
49,1,395,4,477,221,854,480
49,2,594,25,710,385,854,480
50,1,394,5,477,219,854,480
50,2,595,25,707,373,854,480
51,1,392,3,476,220,854,480
51,2,596,26,705,365,854,480
52,1,391,3,476,220,854,480
52,2,597,27,704,362,854,480
53,1,390,5,475,220,854,480
53,2,597,25,704,360,854,480
54,1,390,10,474,217,854,480
54,2,598,23,704,356,854,480
55,1,387,3,474,212,854,480
55,2,598,22,704,352,854,480
56,1,382,5,465,205,854,480
56,2,599,25,702,346,854,480
57,1,377,5,459,203,854,480
57,2,598,27,701,344,854,480
58,1,375,5,456,202,854,480
58,2,597,29,700,344,854,480
59,1,371,1,452,204,854,480
59,2,597,31,700,343,854,480
60,1,368,0,447,201,854,480
60,2,597,32,700,344,854,480
61,1,365,0,441,198,854,480
61,2,596,30,701,345,854,480
62,1,361,2,434,195,854,480
62,2,596,27,702,346,854,480
63,1,355,2,425,192,854,480
63,2,596,27,701,344,854,480
64,1,352,2,421,190,854,480
64,2,596,28,702,344,854,480
65,1,348,0,420,198,854,480
65,2,595,25,702,346,854,480
66,1,347,0,417,195,854,480
66,2,595,24,702,347,854,480
67,1,344,1,413,194,854,480
67,2,595,24,702,347,854,480
68,1,342,1,410,193,854,480
68,2,595,24,702,345,854,480
69,1,338,0,409,195,854,480
69,2,597,26,701,340,854,480
70,1,336,0,409,196,854,480
70,2,597,27,701,339,854,480
71,1,333,4,407,196,854,480
71,2,597,27,701,336,854,480
72,1,330,7,405,196,854,480
72,2,597,25,700,335,854,480
73,1,327,8,405,197,854,480
73,2,597,23,700,335,854,480
74,1,326,6,407,198,854,480
74,2,596,23,699,334,854,480
75,1,326,5,409,200,854,480
75,2,596,25,698,333,854,480
76,1,326,5,411,200,854,480
76,2,596,25,698,333,854,480
77,1,323,3,413,203,854,480
77,2,595,16,697,326,854,480
78,1,322,1,414,205,854,480
78,2,594,11,696,320,854,480
79,1,319,2,412,203,854,480
79,2,594,7,695,313,854,480
80,1,310,2,402,202,854,480
80,2,594,5,694,307,854,480
81,1,304,4,394,198,854,480
81,2,594,3,694,304,854,480
82,1,302,4,392,196,854,480
82,2,594,3,693,303,854,480
83,1,299,8,381,187,854,480
83,2,594,5,691,298,854,480
84,1,296,11,374,183,854,480
84,2,593,8,689,296,854,480
85,1,287,8,366,185,854,480
85,2,592,8,688,293,854,480
86,1,283,8,361,187,854,480
86,2,589,8,686,294,854,480
87,1,278,8,356,190,854,480
87,2,585,8,684,295,854,480
88,1,278,9,354,190,854,480
88,2,583,7,683,295,854,480
89,1,276,8,351,191,854,480
89,2,581,8,681,293,854,480
90,1,274,7,348,189,854,480
90,2,578,8,680,293,854,480
91,1,273,5,348,191,854,480
91,2,570,9,672,288,854,480
92,1,272,5,346,191,854,480
92,2,566,7,670,287,854,480
93,1,272,6,344,190,854,480
93,2,563,7,668,287,854,480
94,1,272,7,343,189,854,480
94,2,561,6,668,288,854,480
95,1,270,8,341,189,854,480
95,2,560,5,668,287,854,480
96,1,266,5,341,195,854,480
96,2,559,5,667,286,854,480
97,1,263,5,340,197,854,480
97,2,558,5,667,287,854,480
98,1,260,6,339,199,854,480
98,2,555,6,664,287,854,480
99,1,258,6,337,199,854,480
99,2,554,6,662,287,854,480
101,4,490,0,536,165,854,480
102,4,489,1,534,165,854,480
103,4,488,1,533,166,854,480
104,4,488,1,533,164,854,480
105,4,487,2,532,164,854,480
106,4,486,2,531,163,854,480
107,4,483,2,529,165,854,480
108,4,481,2,527,166,854,480
109,4,479,2,526,166,854,480
110,4,477,2,525,168,854,480
111,4,476,2,524,170,854,480
112,4,473,2,522,172,854,480
113,4,471,4,521,173,854,480
114,4,470,7,519,172,854,480
115,4,469,7,519,171,854,480
116,4,463,6,516,173,854,480
117,4,460,6,515,175,854,480
118,4,458,4,514,176,854,480
119,4,455,4,512,176,854,480
120,4,451,2,509,177,854,480
121,4,450,2,508,176,854,480
122,4,446,2,506,179,854,480
123,4,443,2,504,180,854,480
124,4,441,2,502,182,854,480
125,4,440,2,501,183,854,480
126,4,439,2,500,183,854,480
127,4,439,2,499,182,854,480
128,4,438,4,498,181,854,480
129,4,437,2,497,183,854,480
130,4,437,2,497,184,854,480
131,4,436,3,496,188,854,480
132,4,434,3,495,192,854,480
133,4,434,3,495,193,854,480
134,4,433,4,495,197,854,480
135,4,432,4,494,199,854,480
136,4,431,4,493,199,854,480
137,4,431,5,491,200,854,480
138,4,431,6,491,201,854,480
139,4,430,6,490,202,854,480
140,4,425,8,486,210,854,480
141,4,423,6,484,214,854,480
142,4,422,7,481,205,854,480
143,4,419,4,479,204,854,480
144,4,416,1,480,217,854,480
145,4,416,0,480,220,854,480
146,4,415,0,479,222,854,480
147,4,415,0,478,225,854,480
148,4,414,2,474,213,854,480
149,4,412,4,470,206,854,480
150,4,411,5,468,203,854,480
151,4,411,5,467,202,854,480
152,4,410,5,467,202,854,480
153,4,407,2,468,206,854,480
154,4,408,4,466,202,854,480
155,4,402,4,466,217,854,480
156,4,398,6,464,220,854,480
157,4,396,7,463,222,854,480
158,4,391,10,458,220,854,480
159,4,386,12,454,221,854,480
160,4,383,13,452,220,854,480
161,4,380,14,450,219,854,480
162,4,376,14,449,222,854,480
163,4,375,14,450,223,854,480
164,4,373,13,450,225,854,480
165,4,371,12,450,230,854,480
166,4,369,12,450,232,854,480
167,4,366,11,448,234,854,480
168,4,362,11,445,237,854,480
169,4,360,11,444,238,854,480
170,4,359,13,441,237,854,480
171,4,357,15,438,235,854,480
172,4,351,14,431,234,854,480
173,4,349,12,428,233,854,480
174,4,345,8,425,233,854,480
175,4,344,7,423,233,854,480
176,4,341,4,420,236,854,480
177,4,339,4,418,239,854,480
178,4,337,4,416,242,854,480
179,4,333,5,413,249,854,480
180,4,331,7,410,254,854,480
181,4,331,8,409,256,854,480
182,4,329,9,408,260,854,480
183,4,327,12,405,260,854,480
184,4,326,14,403,259,854,480
185,4,320,18,396,257,854,480
186,4,317,22,394,263,854,480
187,4,316,23,393,265,854,480
188,4,314,22,393,269,854,480
189,4,312,20,392,272,854,480
190,4,310,20,391,271,854,480
191,4,306,18,388,272,854,480
192,4,305,18,386,272,854,480
193,4,304,18,385,271,854,480
194,4,301,17,381,271,854,480
195,4,296,17,376,272,854,480
196,4,294,21,371,268,854,480
197,4,293,23,369,267,854,480
198,4,286,23,362,268,854,480
199,4,284,23,360,269,854,480
200,4,282,20,359,270,854,480
201,4,280,18,359,274,854,480
202,4,278,16,357,276,854,480
203,4,275,17,354,275,854,480
204,4,271,17,352,277,854,480
205,4,270,16,351,278,854,480
206,4,267,19,349,279,854,480
207,4,264,21,346,280,854,480
