,features,ids
64,"[ 0.00264427 -0.08761064  0.1157591  -0.029253   -0.0420304   0.09486428
 -0.08890374 -0.02991913  0.15743218  0.12241293 -0.03718901 -0.06827533
  0.14368984 -0.09365474 -0.06210437  0.07309081  0.04090976 -0.08001378
  0.09209358 -0.09229895 -0.04705704 -0.06355952 -0.03795894  0.0854231
  0.10311741 -0.0628448  -0.05766311  0.08234461  0.14057925 -0.03948124
  0.0298717   0.02746748  0.07282671  0.01102159  0.03495891 -0.03963696
  0.01336891 -0.05875324  0.03905844  0.0925359  -0.06643407 -0.04770621
  0.10001031 -0.03741838  0.06295635  0.03474048 -0.02711102 -0.07694793
 -0.02881568  0.23646387  0.01563795  0.04410443 -0.04206169 -0.00577776
 -0.03545984  0.2947575   0.08137491 -0.10647861 -0.08550849 -0.08460423
 -0.1347561   0.24706233 -0.05485079 -0.06726369 -0.04794935  0.13000353
 -0.00452641 -0.04053228 -0.01886008 -0.01570214 -0.08306434  0.07893036
  0.08672311 -0.05567563  0.0114698   0.11354734  0.0128788   0.0448358
  0.04016355  0.07836682 -0.06239745 -0.04437142 -0.09215313 -0.05627137
 -0.06677161 -0.06330051 -0.08798335  0.09466895 -0.09053053  0.0862398
 -0.00470965 -0.08307433  0.28630006  0.01942311 -0.0159462   0.11220715
 -0.06212288  0.02691378 -0.01328652 -0.14920147  0.02689022 -0.00808633
  0.04721784 -0.03644288  0.19153233 -0.01709228 -0.0866164   0.02330081
 -0.02623023  0.10849866  0.07477863 -0.04031003  0.09955581  0.11169916
  0.01484677 -0.04262369  0.01050511 -0.06573188 -0.09143805 -0.08453204
 -0.00801394  0.02293027 -0.06003371  0.01341213  0.02214715  0.23465052
  0.18212019 -0.0657062 ]",[0. 1. 0. 0. 0. 0. 0. 0.]
65,"[ 0.00264427 -0.08761064  0.1157591  -0.029253   -0.0420304   0.09486428
 -0.08890374 -0.02991913  0.15743218  0.12241293 -0.03718901 -0.06827533
  0.14368984 -0.09365474 -0.06210437  0.07309081  0.04090976 -0.08001378
  0.09209358 -0.09229895 -0.04705704 -0.06355952 -0.03795894  0.0854231
  0.10311741 -0.0628448  -0.05766311  0.08234461  0.14057925 -0.03948124
  0.0298717   0.02746748  0.07282671  0.01102159  0.03495891 -0.03963696
  0.01336891 -0.05875324  0.03905844  0.0925359  -0.06643407 -0.04770621
  0.10001031 -0.03741838  0.06295635  0.03474048 -0.02711102 -0.07694793
 -0.02881568  0.23646387  0.01563795  0.04410443 -0.04206169 -0.00577776
 -0.03545984  0.2947575   0.08137491 -0.10647861 -0.08550849 -0.08460423
 -0.1347561   0.24706233 -0.05485079 -0.06726369 -0.04794935  0.13000353
 -0.00452641 -0.04053228 -0.01886008 -0.01570214 -0.08306434  0.07893036
  0.08672311 -0.05567563  0.0114698   0.11354734  0.0128788   0.0448358
  0.04016355  0.07836682 -0.06239745 -0.04437142 -0.09215313 -0.05627137
 -0.06677161 -0.06330051 -0.08798335  0.09466895 -0.09053053  0.0862398
 -0.00470965 -0.08307433  0.28630006  0.01942311 -0.0159462   0.11220715
 -0.06212288  0.02691378 -0.01328652 -0.14920147  0.02689022 -0.00808633
  0.04721784 -0.03644288  0.19153233 -0.01709228 -0.0866164   0.02330081
 -0.02623023  0.10849866  0.07477863 -0.04031003  0.09955581  0.11169916
  0.01484677 -0.04262369  0.01050511 -0.06573188 -0.09143805 -0.08453204
 -0.00801394  0.02293027 -0.06003371  0.01341213  0.02214715  0.23465052
  0.18212019 -0.0657062 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
66,"[ 1.84685807e-04 -8.88967440e-02  1.13174856e-01 -1.91095229e-02
 -5.85874654e-02  7.21389055e-02 -8.81298929e-02 -2.45363507e-02
  1.67395994e-01  1.30563721e-01 -2.51181629e-02 -7.10341781e-02
  1.39777139e-01 -9.26938578e-02 -6.06512204e-02  6.62499517e-02
  4.56566140e-02 -8.15503076e-02  9.12015885e-02 -9.04808268e-02
 -4.82149906e-02 -6.41014576e-02 -4.67856377e-02  9.14048925e-02
  1.03238761e-01 -6.64664358e-02 -5.95764853e-02  9.31652561e-02
  1.42051131e-01 -4.41225879e-02  3.32665779e-02  2.70362962e-02
  6.25715852e-02  1.20685427e-02  5.66390306e-02 -3.89521793e-02
  5.19904308e-03 -4.80059795e-02  3.80685478e-02  1.10605024e-01
 -6.42611310e-02 -4.52723391e-02  9.70479697e-02 -3.59181464e-02
  6.25262409e-02  3.81619148e-02 -3.38990763e-02 -7.12660551e-02
 -3.21369916e-02  2.48775885e-01  1.72809474e-02  5.17829247e-02
 -3.32370698e-02  8.72967241e-04 -3.43189985e-02  2.83543319e-01
  7.95584470e-02 -1.08002476e-01 -8.85631442e-02 -8.20042416e-02
 -1.36712164e-01  2.38906279e-01 -4.98980395e-02 -7.00602606e-02
 -3.95633690e-02  1.34078249e-01 -1.06694899e-03 -4.26060073e-02
 -2.93143820e-02 -1.74762420e-02 -8.37897584e-02  7.51297399e-02
  7.35763311e-02 -6.18049316e-02  1.82747822e-02  1.12193540e-01
  5.25442231e-03  4.30040769e-02  3.55708227e-02  9.12524238e-02
 -6.66460320e-02 -4.25861515e-02 -9.11623463e-02 -5.33501618e-02
 -6.15551397e-02 -5.49984463e-02 -8.87075141e-02  7.76446611e-02
 -8.87214020e-02  9.30763558e-02  1.18015176e-02 -8.34555104e-02
  2.82598197e-01  3.44341919e-02 -2.57949624e-02  1.18119352e-01
 -6.70628324e-02  1.67837646e-02 -2.01536138e-02 -1.43077880e-01
  2.25442648e-02  1.17368461e-03  6.95895553e-02 -3.76940593e-02
  1.88296288e-01 -4.49026283e-03 -8.70960578e-02  2.53677014e-02
 -2.65560597e-02  9.22554731e-02  7.92937279e-02 -4.01663519e-02
  1.01139046e-01  1.07958920e-01  3.48454737e-03 -4.73479629e-02
  6.27424242e-03 -6.36262819e-02 -9.26039815e-02 -8.10317174e-02
 -3.89613421e-03  2.97210906e-02 -6.63776845e-02  1.47867138e-02
  1.65798329e-02  2.38702744e-01  1.87248945e-01 -5.65777756e-02]",[0. 1. 0. 0. 0. 0. 0. 0.]
67,"[ 1.84685807e-04 -8.88967440e-02  1.13174856e-01 -1.91095229e-02
 -5.85874654e-02  7.21389055e-02 -8.81298929e-02 -2.45363507e-02
  1.67395994e-01  1.30563721e-01 -2.51181629e-02 -7.10341781e-02
  1.39777139e-01 -9.26938578e-02 -6.06512204e-02  6.62499517e-02
  4.56566140e-02 -8.15503076e-02  9.12015885e-02 -9.04808268e-02
 -4.82149906e-02 -6.41014576e-02 -4.67856377e-02  9.14048925e-02
  1.03238761e-01 -6.64664358e-02 -5.95764853e-02  9.31652561e-02
  1.42051131e-01 -4.41225879e-02  3.32665779e-02  2.70362962e-02
  6.25715852e-02  1.20685427e-02  5.66390306e-02 -3.89521793e-02
  5.19904308e-03 -4.80059795e-02  3.80685478e-02  1.10605024e-01
 -6.42611310e-02 -4.52723391e-02  9.70479697e-02 -3.59181464e-02
  6.25262409e-02  3.81619148e-02 -3.38990763e-02 -7.12660551e-02
 -3.21369916e-02  2.48775885e-01  1.72809474e-02  5.17829247e-02
 -3.32370698e-02  8.72967241e-04 -3.43189985e-02  2.83543319e-01
  7.95584470e-02 -1.08002476e-01 -8.85631442e-02 -8.20042416e-02
 -1.36712164e-01  2.38906279e-01 -4.98980395e-02 -7.00602606e-02
 -3.95633690e-02  1.34078249e-01 -1.06694899e-03 -4.26060073e-02
 -2.93143820e-02 -1.74762420e-02 -8.37897584e-02  7.51297399e-02
  7.35763311e-02 -6.18049316e-02  1.82747822e-02  1.12193540e-01
  5.25442231e-03  4.30040769e-02  3.55708227e-02  9.12524238e-02
 -6.66460320e-02 -4.25861515e-02 -9.11623463e-02 -5.33501618e-02
 -6.15551397e-02 -5.49984463e-02 -8.87075141e-02  7.76446611e-02
 -8.87214020e-02  9.30763558e-02  1.18015176e-02 -8.34555104e-02
  2.82598197e-01  3.44341919e-02 -2.57949624e-02  1.18119352e-01
 -6.70628324e-02  1.67837646e-02 -2.01536138e-02 -1.43077880e-01
  2.25442648e-02  1.17368461e-03  6.95895553e-02 -3.76940593e-02
  1.88296288e-01 -4.49026283e-03 -8.70960578e-02  2.53677014e-02
 -2.65560597e-02  9.22554731e-02  7.92937279e-02 -4.01663519e-02
  1.01139046e-01  1.07958920e-01  3.48454737e-03 -4.73479629e-02
  6.27424242e-03 -6.36262819e-02 -9.26039815e-02 -8.10317174e-02
 -3.89613421e-03  2.97210906e-02 -6.63776845e-02  1.47867138e-02
  1.65798329e-02  2.38702744e-01  1.87248945e-01 -5.65777756e-02]",[0. 0. 1. 0. 0. 0. 0. 0.]
68,"[ 0.00598787 -0.08993087  0.1147194  -0.02218353 -0.045985    0.06652436
 -0.09013458 -0.02478427  0.15724654  0.13451101 -0.02670878 -0.07158527
  0.13428123 -0.09352615 -0.06810815  0.07032383  0.05141394 -0.08462328
  0.09455463 -0.09286299 -0.0551592  -0.06513046 -0.05139641  0.0966088
  0.09745476 -0.06929788 -0.05705049  0.07711326  0.14254692 -0.04269992
  0.03736227  0.00965862  0.06555031  0.00851175  0.04666153 -0.0395274
  0.01044269 -0.04834359  0.0407295   0.10471299 -0.06350152 -0.04906959
  0.09702934 -0.04494409  0.05583356  0.03139693 -0.03341735 -0.07942631
 -0.03865643  0.24857523  0.02374094  0.04559394 -0.04104738 -0.01072572
 -0.04445439  0.2854023   0.08843903 -0.11499764 -0.0930354  -0.0855579
 -0.13767625  0.23994961 -0.044468   -0.07082882 -0.04078382  0.13356605
 -0.01022265 -0.0387186  -0.02821344 -0.02138003 -0.08535034  0.07420429
  0.07943725 -0.05077794  0.0041167   0.10186838  0.01238612  0.04775269
  0.05187436  0.0764365  -0.06279617 -0.03929557 -0.09285504 -0.05825176
 -0.05427298 -0.04855699 -0.09079945  0.08516869 -0.09150603  0.08763456
  0.00432247 -0.08242374  0.2810134   0.03330455 -0.02132082  0.10863769
 -0.07075164  0.01693003 -0.01976102 -0.14923288  0.01973405 -0.00176436
  0.05694159 -0.03157603  0.18850511 -0.00336284 -0.08985086  0.03271211
 -0.0207266   0.0899205   0.07524852 -0.0407265   0.10327054  0.11024205
  0.00896175 -0.04927141  0.00140674 -0.06609574 -0.09297127 -0.08577108
 -0.00173419  0.02042018 -0.06992216  0.03458608  0.02179515  0.24433199
  0.17882642 -0.05923238]",[0. 1. 0. 0. 0. 0. 0. 0.]
69,"[ 0.00598787 -0.08993087  0.1147194  -0.02218353 -0.045985    0.06652436
 -0.09013458 -0.02478427  0.15724654  0.13451101 -0.02670878 -0.07158527
  0.13428123 -0.09352615 -0.06810815  0.07032383  0.05141394 -0.08462328
  0.09455463 -0.09286299 -0.0551592  -0.06513046 -0.05139641  0.0966088
  0.09745476 -0.06929788 -0.05705049  0.07711326  0.14254692 -0.04269992
  0.03736227  0.00965862  0.06555031  0.00851175  0.04666153 -0.0395274
  0.01044269 -0.04834359  0.0407295   0.10471299 -0.06350152 -0.04906959
  0.09702934 -0.04494409  0.05583356  0.03139693 -0.03341735 -0.07942631
 -0.03865643  0.24857523  0.02374094  0.04559394 -0.04104738 -0.01072572
 -0.04445439  0.2854023   0.08843903 -0.11499764 -0.0930354  -0.0855579
 -0.13767625  0.23994961 -0.044468   -0.07082882 -0.04078382  0.13356605
 -0.01022265 -0.0387186  -0.02821344 -0.02138003 -0.08535034  0.07420429
  0.07943725 -0.05077794  0.0041167   0.10186838  0.01238612  0.04775269
  0.05187436  0.0764365  -0.06279617 -0.03929557 -0.09285504 -0.05825176
 -0.05427298 -0.04855699 -0.09079945  0.08516869 -0.09150603  0.08763456
  0.00432247 -0.08242374  0.2810134   0.03330455 -0.02132082  0.10863769
 -0.07075164  0.01693003 -0.01976102 -0.14923288  0.01973405 -0.00176436
  0.05694159 -0.03157603  0.18850511 -0.00336284 -0.08985086  0.03271211
 -0.0207266   0.0899205   0.07524852 -0.0407265   0.10327054  0.11024205
  0.00896175 -0.04927141  0.00140674 -0.06609574 -0.09297127 -0.08577108
 -0.00173419  0.02042018 -0.06992216  0.03458608  0.02179515  0.24433199
  0.17882642 -0.05923238]",[0. 0. 1. 0. 0. 0. 0. 0.]
70,"[ 4.98386845e-03 -9.13744718e-02  1.14670925e-01 -2.29179952e-02
 -4.79941517e-02  6.42987043e-02 -9.01103020e-02 -2.12233961e-02
  1.57530010e-01  1.36521026e-01 -2.59067304e-02 -7.07754567e-02
  1.33701563e-01 -9.38640535e-02 -6.82222173e-02  6.97512776e-02
  5.19705899e-02 -8.53345469e-02  9.51027945e-02 -9.33201611e-02
 -5.62141947e-02 -6.53680041e-02 -5.02591617e-02  9.57107767e-02
  9.86042917e-02 -6.91981241e-02 -5.70444092e-02  7.41405711e-02
  1.44225031e-01 -4.17537615e-02  3.35443169e-02  1.02687646e-02
  6.93110973e-02  1.06416149e-02  4.48093824e-02 -4.00659144e-02
  1.06603522e-02 -4.84069176e-02  3.92225869e-02  1.03305444e-01
 -6.25465438e-02 -4.89956141e-02  9.93917510e-02 -4.64686528e-02
  5.75542077e-02  3.17207836e-02 -3.63773294e-02 -7.99750164e-02
 -3.98303084e-02  2.48296812e-01  2.51845196e-02  4.54955325e-02
 -4.15030718e-02 -1.16364267e-02 -4.59101647e-02  2.81030595e-01
  9.06479061e-02 -1.16231903e-01 -9.49283019e-02 -8.59080032e-02
 -1.37253270e-01  2.35295340e-01 -4.29345407e-02 -7.10963905e-02
 -4.04426269e-02  1.37568474e-01 -1.00361574e-02 -3.74379717e-02
 -2.88061071e-02 -2.07660440e-02 -8.53526965e-02  7.71774352e-02
  8.01029354e-02 -4.64209691e-02  1.72041182e-04  1.04260169e-01
  1.47819333e-02  4.61445786e-02  5.39962873e-02  7.61873350e-02
 -6.12495542e-02 -3.50927413e-02 -9.30694640e-02 -5.76171763e-02
 -5.43360226e-02 -4.72175255e-02 -9.15368795e-02  8.56059492e-02
 -9.24258828e-02  9.34932977e-02  3.97159858e-03 -8.28522146e-02
  2.80409276e-01  3.31203043e-02 -2.35081799e-02  1.08086638e-01
 -7.12546483e-02  1.38905710e-02 -1.86079759e-02 -1.50796622e-01
  2.09355056e-02  2.84762145e-03  5.50254285e-02 -2.80724932e-02
  1.92617416e-01 -2.99600977e-03 -9.06974822e-02  3.31938267e-02
 -1.73386876e-02  9.04072002e-02  7.35375509e-02 -4.21693474e-02
  9.77428257e-02  1.10307857e-01  8.33246764e-03 -4.91473228e-02
  2.17906141e-04 -6.62837848e-02 -9.33062956e-02 -8.62572193e-02
  8.65274633e-04  2.12636217e-02 -7.03357086e-02  3.91390510e-02
  2.07083933e-02  2.44144082e-01  1.76112160e-01 -5.93245849e-02]",[0. 1. 0. 0. 0. 0. 0. 0.]
71,"[ 4.98386845e-03 -9.13744718e-02  1.14670925e-01 -2.29179952e-02
 -4.79941517e-02  6.42987043e-02 -9.01103020e-02 -2.12233961e-02
  1.57530010e-01  1.36521026e-01 -2.59067304e-02 -7.07754567e-02
  1.33701563e-01 -9.38640535e-02 -6.82222173e-02  6.97512776e-02
  5.19705899e-02 -8.53345469e-02  9.51027945e-02 -9.33201611e-02
 -5.62141947e-02 -6.53680041e-02 -5.02591617e-02  9.57107767e-02
  9.86042917e-02 -6.91981241e-02 -5.70444092e-02  7.41405711e-02
  1.44225031e-01 -4.17537615e-02  3.35443169e-02  1.02687646e-02
  6.93110973e-02  1.06416149e-02  4.48093824e-02 -4.00659144e-02
  1.06603522e-02 -4.84069176e-02  3.92225869e-02  1.03305444e-01
 -6.25465438e-02 -4.89956141e-02  9.93917510e-02 -4.64686528e-02
  5.75542077e-02  3.17207836e-02 -3.63773294e-02 -7.99750164e-02
 -3.98303084e-02  2.48296812e-01  2.51845196e-02  4.54955325e-02
 -4.15030718e-02 -1.16364267e-02 -4.59101647e-02  2.81030595e-01
  9.06479061e-02 -1.16231903e-01 -9.49283019e-02 -8.59080032e-02
 -1.37253270e-01  2.35295340e-01 -4.29345407e-02 -7.10963905e-02
 -4.04426269e-02  1.37568474e-01 -1.00361574e-02 -3.74379717e-02
 -2.88061071e-02 -2.07660440e-02 -8.53526965e-02  7.71774352e-02
  8.01029354e-02 -4.64209691e-02  1.72041182e-04  1.04260169e-01
  1.47819333e-02  4.61445786e-02  5.39962873e-02  7.61873350e-02
 -6.12495542e-02 -3.50927413e-02 -9.30694640e-02 -5.76171763e-02
 -5.43360226e-02 -4.72175255e-02 -9.15368795e-02  8.56059492e-02
 -9.24258828e-02  9.34932977e-02  3.97159858e-03 -8.28522146e-02
  2.80409276e-01  3.31203043e-02 -2.35081799e-02  1.08086638e-01
 -7.12546483e-02  1.38905710e-02 -1.86079759e-02 -1.50796622e-01
  2.09355056e-02  2.84762145e-03  5.50254285e-02 -2.80724932e-02
  1.92617416e-01 -2.99600977e-03 -9.06974822e-02  3.31938267e-02
 -1.73386876e-02  9.04072002e-02  7.35375509e-02 -4.21693474e-02
  9.77428257e-02  1.10307857e-01  8.33246764e-03 -4.91473228e-02
  2.17906141e-04 -6.62837848e-02 -9.33062956e-02 -8.62572193e-02
  8.65274633e-04  2.12636217e-02 -7.03357086e-02  3.91390510e-02
  2.07083933e-02  2.44144082e-01  1.76112160e-01 -5.93245849e-02]",[0. 0. 1. 0. 0. 0. 0. 0.]
72,"[ 0.00648678 -0.09438793  0.10980275 -0.02472093 -0.04232122  0.07689381
 -0.09072241 -0.03944343  0.15871768  0.11735895 -0.02371075 -0.06862345
  0.11736356 -0.09715569 -0.07246668  0.06268676  0.07204515 -0.08763827
  0.07068518 -0.09252636 -0.05844742 -0.06724163 -0.05515853  0.08347467
  0.0950939  -0.07109053 -0.05549622  0.07815618  0.12836134 -0.04615107
  0.03145442  0.0092848   0.06728636  0.01355268  0.04431193 -0.04243512
  0.02005572 -0.05013153  0.06106218  0.09673852 -0.06159892 -0.04558498
  0.08916886 -0.05414487  0.06553439  0.01693862 -0.03605136 -0.08659709
 -0.04824044  0.25996786  0.01920804  0.04816325 -0.04159398 -0.00482714
 -0.043588    0.29171494  0.07779604 -0.11862639 -0.09014776 -0.08764719
 -0.14021948  0.24124168 -0.03980515 -0.07456961 -0.03963215  0.1473986
 -0.00440087 -0.03729717 -0.02754134 -0.02869684 -0.08553599  0.07040771
  0.09054017 -0.04923192  0.00849849  0.09987427  0.02437779  0.03170633
  0.06811196  0.06849283 -0.05919598 -0.03612326 -0.09400675 -0.05807868
 -0.05106964 -0.05462947 -0.09193832  0.08937427 -0.09343537  0.09197796
  0.02318128 -0.08286433  0.27297708  0.0354736  -0.01719586  0.10217246
 -0.07109575  0.01294909 -0.0242534  -0.15370052  0.01644904  0.00595664
  0.0397801  -0.03259154  0.19750884 -0.01543104 -0.09032381  0.03675237
 -0.02508997  0.08933672  0.05931641 -0.04743422  0.09999791  0.11870489
  0.00378136 -0.04924969  0.00049085 -0.06344316 -0.09626504 -0.08846191
  0.00216881  0.0292689  -0.07162441  0.03456762  0.01129301  0.22963363
  0.18182647 -0.0585104 ]",[0. 1. 0. 0. 0. 0. 0. 0.]
73,"[ 0.00648678 -0.09438793  0.10980275 -0.02472093 -0.04232122  0.07689381
 -0.09072241 -0.03944343  0.15871768  0.11735895 -0.02371075 -0.06862345
  0.11736356 -0.09715569 -0.07246668  0.06268676  0.07204515 -0.08763827
  0.07068518 -0.09252636 -0.05844742 -0.06724163 -0.05515853  0.08347467
  0.0950939  -0.07109053 -0.05549622  0.07815618  0.12836134 -0.04615107
  0.03145442  0.0092848   0.06728636  0.01355268  0.04431193 -0.04243512
  0.02005572 -0.05013153  0.06106218  0.09673852 -0.06159892 -0.04558498
  0.08916886 -0.05414487  0.06553439  0.01693862 -0.03605136 -0.08659709
 -0.04824044  0.25996786  0.01920804  0.04816325 -0.04159398 -0.00482714
 -0.043588    0.29171494  0.07779604 -0.11862639 -0.09014776 -0.08764719
 -0.14021948  0.24124168 -0.03980515 -0.07456961 -0.03963215  0.1473986
 -0.00440087 -0.03729717 -0.02754134 -0.02869684 -0.08553599  0.07040771
  0.09054017 -0.04923192  0.00849849  0.09987427  0.02437779  0.03170633
  0.06811196  0.06849283 -0.05919598 -0.03612326 -0.09400675 -0.05807868
 -0.05106964 -0.05462947 -0.09193832  0.08937427 -0.09343537  0.09197796
  0.02318128 -0.08286433  0.27297708  0.0354736  -0.01719586  0.10217246
 -0.07109575  0.01294909 -0.0242534  -0.15370052  0.01644904  0.00595664
  0.0397801  -0.03259154  0.19750884 -0.01543104 -0.09032381  0.03675237
 -0.02508997  0.08933672  0.05931641 -0.04743422  0.09999791  0.11870489
  0.00378136 -0.04924969  0.00049085 -0.06344316 -0.09626504 -0.08846191
  0.00216881  0.0292689  -0.07162441  0.03456762  0.01129301  0.22963363
  0.18182647 -0.0585104 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
74,"[-0.04066918 -0.07882125  0.12350084 -0.0218716   0.00971736  0.07478088
 -0.09588759 -0.06439324  0.15331075  0.06143282 -0.05721723 -0.09043299
  0.1440325  -0.09886577 -0.0817095   0.04119525  0.07617764 -0.08385003
  0.04350485 -0.07294539 -0.05882736 -0.05592809 -0.0574146   0.15813413
  0.1172326  -0.05962599 -0.0357144   0.06141939  0.08636365 -0.04362167
  0.01697838  0.01521498  0.08039014  0.02492631  0.02723317 -0.0314663
  0.06258468 -0.05257609  0.05771482  0.04972297 -0.05712216 -0.05049535
  0.06071226 -0.03200905  0.10057393  0.01428223 -0.06378399 -0.09053175
 -0.06817754  0.27772018 -0.00721     0.05250772 -0.04540232 -0.04435703
 -0.06451323  0.24996834  0.06631696 -0.17446208 -0.07489217 -0.09502503
 -0.13128749  0.21087173 -0.0061554  -0.08639538 -0.06943105  0.17563382
 -0.00189545  0.00774289 -0.02609528 -0.04491035 -0.07673287  0.06921776
  0.09986752 -0.07742142  0.01500187  0.07358529  0.02803521  0.05265637
  0.06713506  0.09081668 -0.02977038 -0.00176258 -0.09474429 -0.05007623
 -0.04658557 -0.07662441 -0.08782306  0.09031921 -0.09405223  0.08716192
 -0.01752457 -0.07138813  0.30432352  0.04505696 -0.00905649  0.09197588
 -0.07056463 -0.01793767 -0.01432631 -0.18285826  0.05144512 -0.00188387
  0.05484128 -0.01030506  0.15951566 -0.04316615 -0.08538786  0.01000952
 -0.03460233  0.08731127  0.03802453 -0.05084035  0.07260639  0.17048611
  0.02046949 -0.04956429 -0.01730391 -0.05858053 -0.09480129 -0.09425581
 -0.02606419  0.05799178 -0.06847233  0.04768643  0.0092707   0.15445022
  0.16413452 -0.05415553]",[0. 1. 0. 0. 0. 0. 0. 0.]
75,"[-0.04066918 -0.07882125  0.12350084 -0.0218716   0.00971736  0.07478088
 -0.09588759 -0.06439324  0.15331075  0.06143282 -0.05721723 -0.09043299
  0.1440325  -0.09886577 -0.0817095   0.04119525  0.07617764 -0.08385003
  0.04350485 -0.07294539 -0.05882736 -0.05592809 -0.0574146   0.15813413
  0.1172326  -0.05962599 -0.0357144   0.06141939  0.08636365 -0.04362167
  0.01697838  0.01521498  0.08039014  0.02492631  0.02723317 -0.0314663
  0.06258468 -0.05257609  0.05771482  0.04972297 -0.05712216 -0.05049535
  0.06071226 -0.03200905  0.10057393  0.01428223 -0.06378399 -0.09053175
 -0.06817754  0.27772018 -0.00721     0.05250772 -0.04540232 -0.04435703
 -0.06451323  0.24996834  0.06631696 -0.17446208 -0.07489217 -0.09502503
 -0.13128749  0.21087173 -0.0061554  -0.08639538 -0.06943105  0.17563382
 -0.00189545  0.00774289 -0.02609528 -0.04491035 -0.07673287  0.06921776
  0.09986752 -0.07742142  0.01500187  0.07358529  0.02803521  0.05265637
  0.06713506  0.09081668 -0.02977038 -0.00176258 -0.09474429 -0.05007623
 -0.04658557 -0.07662441 -0.08782306  0.09031921 -0.09405223  0.08716192
 -0.01752457 -0.07138813  0.30432352  0.04505696 -0.00905649  0.09197588
 -0.07056463 -0.01793767 -0.01432631 -0.18285826  0.05144512 -0.00188387
  0.05484128 -0.01030506  0.15951566 -0.04316615 -0.08538786  0.01000952
 -0.03460233  0.08731127  0.03802453 -0.05084035  0.07260639  0.17048611
  0.02046949 -0.04956429 -0.01730391 -0.05858053 -0.09480129 -0.09425581
 -0.02606419  0.05799178 -0.06847233  0.04768643  0.0092707   0.15445022
  0.16413452 -0.05415553]",[0. 0. 1. 0. 0. 0. 0. 0.]
76,"[-0.04567793 -0.08472802  0.11786579 -0.02360763  0.01717171  0.06821126
 -0.09566142 -0.06949236  0.16207041  0.05442485 -0.05020567 -0.0896064
  0.13313551 -0.09950659 -0.08234502  0.02547463  0.10327755 -0.08234816
  0.02800933 -0.0774752  -0.06323168 -0.06021436 -0.05660292  0.16674289
  0.12192231 -0.05695944 -0.03922104  0.06774346  0.0776143  -0.05025989
  0.02300479 -0.00031673  0.07515547  0.03409533  0.04504082 -0.0292302
  0.08179696 -0.05480843  0.05931091  0.05091639 -0.0496719  -0.05795787
  0.05740194 -0.03924506  0.10355674  0.01500774 -0.05521376 -0.0901482
 -0.06897119  0.27696913 -0.00697391  0.06338762 -0.05029818 -0.04349349
 -0.06468108  0.2322609   0.05690696 -0.16775432 -0.07623713 -0.09528351
 -0.13885716  0.187998    0.00457541 -0.08546858 -0.06739537  0.1810473
 -0.00724334  0.00481514 -0.02163155 -0.04823186 -0.07636196  0.08442229
  0.0986134  -0.07258995  0.02464287  0.07755424  0.02526276  0.04130847
  0.06542581  0.08554918 -0.02925047 -0.00038465 -0.09596397 -0.05057893
 -0.04745337 -0.07423729 -0.08854607  0.08393752 -0.09222952  0.08586308
 -0.01431406 -0.07576774  0.3034829   0.05517044 -0.0102397   0.10454559
 -0.07108429 -0.01923395 -0.02829594 -0.17560527  0.05722402 -0.00593057
  0.04397586 -0.0151864   0.16309707 -0.04231869 -0.08501893  0.01378324
 -0.04448909  0.08898145  0.02262546 -0.06186125  0.07497101  0.1873787
  0.01706396 -0.05370888 -0.0224106  -0.05742622 -0.09802241 -0.09355667
 -0.02228676  0.06128525 -0.07307633  0.04477035 -0.00066597  0.14172457
  0.16515699 -0.0464124 ]",[0. 1. 0. 0. 0. 0. 0. 0.]
